Dictionary Name,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Total Sentences (#),182,114,806,406,799,424,715,523,1559,1063,462,143,768,743,547,340,233,173
Total Correct Transformations (#),79,60,414,191,399,201,343,246,701,488,173,39,158,168,81,33,10,2
Total Pos->Pos Transformations (#),80,60,415,192,400,202,361,257,761,524,236,79,379,372,285,166,106,92
Correct Pos->Pos Transformations (#),79,60,414,191,399,201,343,246,701,488,173,39,158,168,81,33,10,2
Total Pos->Neg Transformations (#),102,54,391,214,399,222,354,266,798,539,226,64,389,371,262,174,127,81
Correct Pos->Neg Transformations (#),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct Pos->Pos Transformations (%),98.75%,100.0%,99.76%,99.48%,99.75%,99.5%,95.01%,95.72%,92.12%,93.13%,73.31%,49.37%,41.69%,45.16%,28.42%,19.88%,9.43%,2.17%
Correct Pos->Neg Transformations (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Total Correct Transformations (%),43.41%,52.63%,51.36%,47.04%,49.94%,47.41%,47.97%,47.04%,44.96%,45.91%,37.45%,27.27%,20.57%,22.61%,14.81%,9.71%,4.29%,1.16%
Total source tokens,714,432,3519,2140,4389,2664,4602,3724,11970,8624,3842,1152,7391,7420,5502,3828,2921,1944
Total Prediction Tokens per Source,818,487,3921,2368,4808,2901,5003,4032,12774,9194,4078,1212,7802,7826,5797,4020,3058,2034
Total Target Tokens per Source,816,486,3910,2354,4788,2886,4956,3990,12768,9163,4068,1216,7780,7791,5764,4002,3048,2025
Pos->Pos Token Precision (%),99.82%,100.0%,99.95%,99.9%,99.95%,99.71%,99.32%,98.92%,98.52%,98.01%,93.99%,88.14%,89.38%,88.27%,81.93%,78.2%,72.34%,64.16%
Pos->Neg Token Precision (%),43.64%,37.17%,46.42%,42.06%,47.17%,44.54%,40.12%,37.55%,40.61%,42.7%,41.74%,43.81%,42.04%,42.12%,36.83%,35.9%,31.79%,31.76%
Pos->Pos Token Recall (%),99.82%,100.0%,99.95%,99.9%,99.95%,99.67%,99.32%,98.94%,98.57%,98.14%,93.97%,87.83%,89.54%,88.44%,82.11%,78.09%,72.85%,64.22%
Pos->Neg Token Recall (%),43.75%,37.24%,46.55%,42.31%,47.37%,44.77%,40.5%,37.94%,40.63%,42.85%,41.84%,43.67%,42.16%,42.31%,37.04%,36.06%,31.89%,31.9%
Pos->Pos Category Precision (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.71%,99.83%,99.19%,99.3%,98.5%,96.61%,92.87%,95.44%,92.65%,89.4%,85.28%,84.4%,77.19%
Pos->Neg Category Precision (%),43.77%,37.17%,46.47%,42.1%,47.28%,44.64%,40.72%,38.02%,41.08%,43.2%,43.53%,46.45%,44.37%,45.04%,40.87%,40.1%,39.01%,36.53%
Pos->Pos Category Recall (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.67%,99.83%,99.22%,99.35%,98.63%,96.59%,92.55%,95.61%,92.82%,89.59%,85.16%,84.99%,77.26%
Pos->Neg Category Recall (%),43.87%,37.24%,46.6%,42.35%,47.47%,44.87%,41.1%,38.42%,41.1%,43.35%,43.63%,46.3%,44.5%,45.24%,41.1%,40.28%,39.14%,36.69%
Parseable Sentences (#),177,109,795,399,788,420,704,500,1457,1007,431,129,728,674,467,279,187,130
Pos->Pos Parseable Sentences (#),80,60,415,192,400,201,361,253,757,517,226,73,365,340,253,141,83,68
Pos->Neg Parseable Sentences (#),97,49,380,207,388,219,343,247,700,490,205,56,363,334,214,138,104,62
Parseable Sentences (%),97.25%,95.61%,98.64%,98.28%,98.62%,99.06%,98.46%,95.6%,93.46%,94.73%,93.29%,90.21%,94.79%,90.71%,85.37%,82.06%,80.26%,75.14%
Pos->Pos Parseable Sentences (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.5%,100.0%,98.44%,99.47%,98.66%,95.76%,92.41%,96.31%,91.4%,88.77%,84.94%,78.3%,73.91%
Pos->Neg Parseable Sentences (%),95.1%,90.74%,97.19%,96.73%,97.24%,98.65%,96.89%,92.86%,87.72%,90.91%,90.71%,87.5%,93.32%,90.03%,81.68%,79.31%,81.89%,76.54%
Pos->Pos Preseve Tree Structures (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.5%,99.17%,97.67%,98.03%,95.99%,88.14%,82.28%,80.21%,75.27%,62.46%,56.63%,47.17%,32.61%
Pos->Pos Preserve Significant Clauses (%),100.0%,100.0%,100.0%,100.0%,100.0%,99.5%,99.72%,97.67%,98.29%,96.56%,90.68%,83.54%,88.92%,83.33%,72.28%,63.25%,55.66%,43.48%
Pos->Neg Preseve Tree Structures (%),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pos->Neg Preserve Significant Clauses (%),66.67%,53.7%,76.98%,60.28%,81.45%,55.41%,67.51%,53.76%,64.41%,59.18%,44.69%,29.69%,69.41%,58.49%,37.79%,27.01%,25.2%,13.58%
Pos->Neg Predictions with Main Clause (#),83,47,351,185,375,203,296,215,671,472,197,54,345,313,195,124,90,42
Pos->Neg Predictions that Negate Main Clause (#),15,18,50,56,50,80,50,60,97,122,71,29,44,66,58,47,34,17
Pos->Neg Predictions that Negate Outside Main Clause (#),68,29,301,129,325,123,246,155,574,350,126,25,301,247,137,77,55,25
Pos->Neg Predictions that Negate Outside Main Clause (%),81.93%,61.7%,85.75%,69.73%,86.67%,60.59%,83.11%,72.09%,85.54%,74.15%,63.96%,46.3%,87.25%,78.91%,70.26%,62.1%,61.11%,59.52%
Pos->Neg Predictions without Main Clause (#),14,2,29,22,13,16,47,32,29,18,8,2,18,21,19,14,14,20
Pos->Neg Predictions that Negate Main Clause (Denominator: all Pos->Neg sentences),14.71%,33.33%,12.79%,26.17%,12.53%,36.04%,14.12%,22.56%,12.16%,22.63%,31.42%,45.31%,11.31%,17.79%,22.14%,27.01%,26.77%,20.99%
Pos->Neg Predictions that Negate Main Clause (Denominator: only Pos->Neg sentences with main clauses),18.07%,38.3%,14.25%,30.27%,13.33%,39.41%,16.89%,27.91%,14.46%,25.85%,36.04%,53.7%,12.75%,21.09%,29.74%,37.9%,37.78%,40.48%
Pos->Neg Predictions with Main Clause (%),81.37%,87.04%,89.77%,86.45%,93.98%,91.44%,83.62%,80.83%,84.09%,87.57%,87.17%,84.38%,88.69%,84.37%,74.43%,71.26%,70.87%,51.85%
Pos->Neg Predictions Containing the Target Verb (%),95.1%,98.15%,98.21%,98.6%,99.75%,100.0%,98.59%,96.62%,98.75%,99.26%,96.9%,95.31%,93.06%,92.45%,93.89%,92.53%,82.68%,83.95%
Pos->Neg Predictions Negating the Target Verb (Denominator: all pos->neg sentences),7.84%,12.96%,0.26%,0.0%,11.28%,12.61%,1.13%,0.38%,7.14%,11.69%,11.5%,6.25%,9.25%,8.36%,11.83%,8.62%,7.09%,11.11%
Pos->Neg Predictions Negating the Target Verb (Denominator: pos->neg with target verb),8.25%,13.21%,0.26%,0.0%,11.31%,12.61%,1.15%,0.39%,7.23%,11.78%,11.87%,6.56%,9.94%,9.04%,12.6%,9.32%,8.57%,13.24%
